epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.7641531229019165,6.12238,2.709999999961853,8.950000001678466
1,6.4333942761788006,5.3036,8.387999997253418,22.58600000854492
2,6.132259304706867,4.50728875,17.05400000732422,37.99200001831055
3,5.851515925847567,3.882105,25.469999984130858,49.80600001831055
4,5.573363505876982,3.36574,33.33800000610351,59.572000002441406
5,5.272393024884737,3.00544875,39.61999998901367,65.67000000976563
6,5.209296088952285,2.687174375,44.718000006103516,70.93599997070312
7,5.070120444664588,2.49453,48.17200001220703,73.80600001220704
8,4.919663291711074,2.347023125,50.895999985351565,76.7480000024414
9,4.820755825592921,2.266053125,52.50600002685547,77.93400003173828
10,4.776150941848755,2.22891125,54.502000043945316,79.21599999023438
11,4.6764727005591755,2.0857896875,56.22600000244141,80.7659999975586
12,4.645180252882151,2.05792625,57.172000029296875,81.6260000366211
13,4.554652920136085,1.9807159375,58.580000017089844,82.42999998779297
14,4.504828150455769,1.924855625,59.38599997314453,83.16400000488281
15,4.361022958388696,1.9207246875,60.234000021972655,83.94800001708984
16,4.385741192560929,1.98256375,60.231999975585936,83.95400001708984
17,4.405827889075646,1.8942828125,61.066000009765624,84.29400005371093
18,4.447387291834905,1.8176815625,61.93400000732422,84.88000001464843
19,4.34230375289917,1.8258175,61.77399999755859,84.958
20,4.335368339832012,1.7275371875,63.55200002441406,86.1199999975586
21,4.283725183743697,1.766583125,63.92600001953125,86.45400002441406
22,4.222618818283081,1.775851875,64.45199997070313,86.74400001464844
23,4.179003559626066,1.649289375,65.73200003417969,87.53199998535156
24,4.169694519959963,1.60647375,66.14999996582031,87.48600003417968
25,4.181049947555248,1.5933040625,66.63999998046874,87.89800000488282
26,4.153889908240392,1.6341109375,66.71399998046876,88.13999998046874
27,4.11609457547848,1.553510625,67.50200001708984,88.36800001708984
28,4.151961367863875,1.5894359375,67.08000000976563,88.31600005859374
29,4.034081174777104,1.56736375,67.57600001220703,88.73600004394531
30,4.058484999033121,1.5745953125,68.08000002929687,88.84200001708984
31,4.035538746760442,1.4849021875,68.7099999975586,88.9619999609375
32,3.995654427088224,1.5915375,68.30800000976562,89.21199998535157
33,3.970890856706179,1.4816953125,68.98199998046876,89.49800001464844
34,3.952701013821822,1.514223125,68.64399999023438,89.10999998535156
35,3.9771460065474877,1.514506875,69.28200004394532,89.40999999511719
36,3.9962955438173733,1.412089375,69.74800001708985,89.66600000488282
37,3.9484941088236294,1.4408284375,69.69400005859374,89.94199998046875
38,3.950373406593616,1.4535975,69.33599998535156,89.59800002929687
39,3.8973830479841967,1.416770625,69.31399999267578,89.75399997802734
40,3.890758312665499,1.447096875,69.70800001953126,89.85400003417969
41,3.9149760558054996,1.5035459375,69.9420000024414,89.97800005615234
42,3.942943572998047,1.4128853125,70.26200000976563,90.12200000244141
43,3.900056238357837,1.425681875,70.43000003417968,90.296000078125
44,3.9394993369395914,1.4675621875,70.50000002929687,90.40200002685548
45,3.9351794031950145,1.398919375,70.32000000732423,90.420000078125
46,3.981684978191669,1.44468625,70.41000000488282,90.33999997802735
47,3.9327338612996616,1.37927,70.838,90.55200003173829
48,3.828131927893712,1.43635,70.8440000024414,90.484
49,3.786532787176279,1.397246875,70.79600001464844,90.52400005371094
50,3.880984517244192,1.356754375,71.21400000732422,90.66600000488282
51,3.8290527096161475,1.4038121875,71.19400001464844,90.55800005371094
52,3.816619309095236,1.41418125,71.48800002441406,90.69400000976563
53,3.8201072170184207,1.4256675,70.97000000244141,90.62
54,3.8225336762575,1.35226,70.98200000244141,90.72200000488282
55,3.891593433343447,1.4510015625,71.20999999267578,90.74400000976563
56,3.8607665392068715,1.4568553125,71.21999999755859,90.7859999951172
57,3.876902800339919,1.432485625,71.46800000976563,90.94800002929688
58,3.8201832404503455,1.4202075,71.956,91.03400000488281
59,3.799340206843156,1.382044375,71.52400001953124,91.06400002441406
60,3.823496318780459,1.3664925,71.51399997070313,91.04400002441406
61,3.7624226808547974,1.3723678125,71.97400000732422,91.07400003417969
62,3.799639243345994,1.4097328125,71.96799999267579,91.06399998291016
63,3.8004478995616617,1.38782375,71.91400003662109,91.14800005371093
64,3.796109392092778,1.4943403125,71.7840000024414,91.11400003417968
65,3.7532815016233005,1.382655,72.28200000976562,91.41600006835938
66,3.8353022016011753,1.345565625,72.12400000732421,91.15000004882812
67,3.818649860528799,1.4443896875,71.83999999511718,91.27400002929687
68,3.780835495545314,1.446416875,72.07400001220704,91.29600005371094
69,3.7874866724014282,1.4125725,71.63200000976562,91.136000078125
70,3.772556268251859,1.385503125,72.10999999023437,91.22800005371094
71,3.784278209392841,1.428756875,72.22800000976562,91.27200002929688
72,3.812248468399048,1.3496096875,71.93799999755859,91.33200000488281
73,3.7575689049867482,1.3217865625,72.52399997070313,91.28200002441406
74,3.76288294333678,1.343489375,72.5079999975586,91.60200002441407
75,3.816496197993939,1.281818125,72.70199999267578,91.54400005859375
76,3.7646570893434377,1.359638125,72.54400000488282,91.51600005615235
