epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.780548178232634,6.07531875,2.8739999993896483,9.458000000610351
1,6.474167209405166,5.2645525,8.075999997558593,22.035999998779296
2,6.150724521050086,4.47630875,16.546000003662108,37.015999987792966
3,5.8914169164804315,3.87705625,25.29800000366211,48.995999982910156
4,5.634325183354891,3.3948725,31.430000013427733,57.18399997314453
5,5.46863289979788,3.098873125,36.740000002441406,62.79800000732422
6,5.2914792482669535,2.796529375,42.510000017089844,68.28599999023437
7,5.13772791165572,2.63573875,44.99000002075195,71.07999999267578
8,5.003485652116629,2.49499375,48.6399999975586,74.15400001464843
9,5.073938397260813,2.46732375,48.84399999267578,74.58
10,4.970177072745103,2.352454375,50.9539999975586,76.25
11,4.856022156201876,2.1966971875,52.33600003173828,77.68000002441406
12,4.864217336361225,2.21247875,53.0580000390625,78.12400000732421
13,4.775903545893156,2.26441625,53.1220000024414,78.14199999267578
14,4.772214917036203,2.2042059375,52.608000003662106,78.0320000415039
15,4.74042101089771,2.204606875,53.17999999023438,78.57399999023437
16,4.716696060620821,2.272389375,53.69200002929688,78.4999999951172
17,4.734693793150095,2.1250671875,54.53800002197266,79.30600001708984
18,4.764432081809411,2.2299440625,53.56,78.42200000732421
19,4.745807730234587,2.126536875,54.361999990234374,79.48999998535156
20,4.66084590783486,2.101840625,55.61200003417969,80.3500000415039
21,4.672261769954975,2.0638828125,56.07999999267578,80.51400000488282
22,4.673587349744944,1.955075625,57.6040000024414,81.78200001220704
23,4.6136651039123535,1.9675071875,58.08599998535156,82.31200004394532
24,4.599641249730037,1.9098475,58.84399997558594,82.67800000488282
25,4.5257229667443495,1.8908834375,59.73000001220703,83.45399998291016
26,4.462834404065059,1.871900625,60.74999999267578,84.0459999975586
27,4.504249687378223,1.7839403125,61.198000004882815,84.29600002685547
28,4.424176688377674,1.8908178125,60.64800000488281,84.07399999511719
29,4.401059306584871,1.905948125,61.388000036621094,84.7060000024414
30,4.300181741897877,1.734739375,62.54400001220703,85.48199999023437
31,4.3481669425964355,1.7703425,62.84399999023437,85.48799999511719
32,4.33323827615151,1.759233125,63.42000001220703,85.84199997070313
33,4.262944945922265,1.7606303125,63.7380000390625,86.00000001464844
34,4.259686304972722,1.686765625,64.3360000048828,86.59600004394531
35,4.2446096035150385,1.7257809375,64.27600000976562,86.57600004394531
36,4.291250999157246,1.68303,64.58199998535156,86.83599999267578
37,4.172682189024412,1.72787375,64.64200002197266,86.85199998535157
38,4.155662917173826,1.61474875,65.29600001464844,87.05799997558594
39,4.218496295122,1.56959625,65.54199996582031,87.51800001708985
40,4.165253107364361,1.6079446875,66.03200002685547,87.61399999023438
41,4.190333182995136,1.605466875,66.02000004882812,87.6800000390625
42,4.12847115443303,1.56778625,66.78200001220704,88.04000003417968
43,4.147659255908086,1.595984375,66.29,87.94199998046875
44,4.188339178378765,1.573446875,66.77600001953125,88.18399999511719
45,4.0770556055582485,1.5948003125,67.15599998535156,88.31799998779297
46,4.101463936842405,1.5330234375,67.17600001464844,88.29400001708984
47,4.146269926658044,1.5376059375,66.93000001464844,88.33599999023437
48,4.118175171888792,1.496978125,67.57200001953125,88.74600003417969
49,4.099562677053305,1.4965075,68.17200000732421,88.88000000732421
50,4.063226016668173,1.5112046875,67.74400000732422,88.71600003417969
51,4.021556780888484,1.5601534375,67.69999997558594,88.8200000390625
52,4.035805683869582,1.5595140625,67.59799997070313,88.89999998535156
53,4.079355116073902,1.4921728125,68.06800000488282,88.9240000390625
54,3.979066591996413,1.4896296875,68.70199999755859,89.4260000341797
55,4.079628169536591,1.501305,68.7020000390625,89.38799999511718
56,4.032286653151879,1.54491125,68.332,89.34400006103516
57,3.916455401824071,1.4779975,68.87200002441406,89.53800008300782
58,3.859396430162283,1.54282875,68.85600000488282,89.52400006103515
59,4.017944679810451,1.4831025,68.85200001220703,89.63000002929688
60,3.9507486590972314,1.4234690625,68.79999999511719,89.3939999609375
61,3.931105985091283,1.4794865625,69.21800001464844,89.75600003417969
62,4.035951229242178,1.4744234375,69.03799998046875,89.8540000048828
63,3.9092830327840953,1.47154625,69.74800000976562,90.0979999560547
64,3.9360126761289744,1.4900553125,69.586,90.03000005859376
65,3.920192315028264,1.495868125,69.71400001953126,90.06600002441407
66,3.929369339576134,1.4360028125,70.00599999267578,90.22599998046876
67,3.9325696321634145,1.4197778125,69.88199999511718,90.24400002685547
68,3.9888287690969615,1.4666028125,70.284,90.2519999609375
69,3.907708369768583,1.494405,69.41199997558594,89.88800003417968
70,3.9701731480084934,1.44627875,70.088,90.15400000488282
71,3.926480600467095,1.449876875,70.40799999755859,90.38799998046875
72,3.908250322708717,1.4114484375,70.31000000244141,90.42600000976563
73,3.8430066888148966,1.434825625,70.35200002929687,90.42200000488282
74,3.8761883286329417,1.380969375,70.59399999511719,90.41600002685547
75,3.8885256877312293,1.424773125,70.7740000439453,90.57000005371094
76,3.937669951182145,1.38361625,70.82600000976562,90.66600000488282
77,3.806800204973954,1.37969875,70.70000000488281,90.66000000488282
78,3.850550752419692,1.3400853125,70.83400000976563,90.79800002685546
79,3.8816316632124095,1.440298125,70.75599998046874,90.53000000732422
80,3.8359383528049174,1.49293625,70.80599998535156,90.62000000488281
