epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.694639828884228,5.7391025,4.512,13.946
1,6.309153829567534,4.7479725,13.092,31.526
2,5.950676630850808,3.91247,23.36,47.02
3,5.640639993620153,3.324535,32.912,58.988
4,5.401809865557262,2.9686675,38.258,64.58
5,5.213228102699361,2.69624875,43.72,70.018
6,5.0748918260867235,2.53949125,46.706,72.904
7,4.975792232147165,2.58790625,48.394,74.726
8,4.903833784582089,2.34802,50.65,76.448
9,4.827211087466311,2.219296875,52.78,78.38
10,4.780949137167731,2.235041875,53.17,78.48
11,4.740162390907014,2.194146875,54.098,79.61
12,4.705990032735721,2.032174375,55.398,80.428
13,4.690334586714136,2.143083125,55.364,80.546
14,4.678213277626781,2.09905375,54.846,80.354
15,4.667234743019002,2.08964625,56.184,80.586
16,4.648138737009174,2.0182875,55.988,80.908
17,4.63352155130409,2.1309925,55.478,80.69
18,4.642584136535457,2.096385,55.876,80.91
19,4.641644318723836,2.038341875,56.018,81.106
20,4.617850369132236,2.025210625,56.48,81.168
21,4.594064488636291,2.064271875,56.618,81.398
22,4.577140402634288,2.04538625,57.012,82.02
23,4.583690135125717,2.016205,56.854,81.87
24,4.576135008851302,2.080183125,57.75,82.334
25,4.556078663023812,1.968674375,57.83,82.4
26,4.542748322126236,1.984888125,58.072,82.59
27,4.534138146141381,1.9366025,58.47,82.89
28,4.516634852941702,1.896984375,58.654,83.184
29,4.521729289645712,1.98604875,58.434,82.788
30,4.503756413606035,1.969724375,58.742,83.092
31,4.505655967149478,1.923191875,58.724,83.144
32,4.504489220609578,1.938935,58.864,83.548
33,4.49813926378346,1.95321875,59.23,83.494
34,4.496218861274898,1.970849375,58.824,82.948
35,4.493328888202621,1.87064375,59.362,83.508
36,4.490048996158051,1.941334375,59.118,83.312
37,4.484941295458371,1.94583875,59.294,83.514
38,4.467658316318491,2.020790625,59.004,83.334
39,4.46779229424433,1.89750375,60.008,84.056
40,4.4652118927973445,1.929243125,59.256,83.432
41,4.456743385303698,1.890858125,60.258,84.194
42,4.452315054807835,1.955825,60.23,84.336
43,4.451035965690723,1.989964375,59.534,83.76
44,4.454964144768945,1.947431875,59.44,83.778
45,4.441450490998226,1.965405,59.87,83.974
46,4.443381372919234,1.909275625,59.866,84.028
47,4.4347778099354285,1.88068,60.09,84.082
48,4.438619412650761,1.93355625,60.216,84.026
49,4.432591269525784,1.90687375,60.708,84.426
50,4.425229687042343,1.9186825,60.272,84.01
51,4.424501985516959,1.867465,60.722,84.256
52,4.424684364963142,2.029916875,59.352,83.946
53,4.425998352662299,1.9196875,59.924,83.916
54,4.418428510180338,1.908344375,60.37,84.348
55,4.415821206928169,1.85530375,60.326,84.148
56,4.421431820761111,1.821545625,60.916,84.634
57,4.401390220464104,1.86935125,60.468,84.376
58,4.402614029247761,1.8844975,61.264,84.602
59,4.3990300478474555,1.91557375,60.23,84.402
60,4.401135683702844,1.86912875,60.912,84.926
61,4.4000758363455255,1.886666875,61.01,84.56
62,4.391823642700985,1.818051875,60.658,84.838
63,4.392872558176988,1.84821625,61.678,84.97
64,4.39083381363271,1.89982375,61.37,84.86
65,4.373226420649973,1.891075625,62.002,85.254
66,4.390266708065692,1.791206875,61.782,85.306
67,4.381219003426587,1.86263875,60.43,84.234
68,4.391687632583693,1.835121875,60.834,84.932
69,4.371754502568858,1.854801875,61.94,85.42
70,4.3727197643998075,1.91154375,61.438,84.772
71,4.365656514638953,1.961985625,61.278,84.732
72,4.356955346557117,1.89988875,61.16,84.594
73,4.3659122798668895,1.87206,61.454,85.06
74,4.365178662421213,1.88533125,61.54,85.342
75,4.349050157850755,1.861195625,61.85,85.166
76,4.355660387728642,1.88566625,61.514,85.222
77,4.352237765492944,1.8735475,61.998,85.222
78,4.351374633329614,1.91064875,61.296,85.064
79,4.344174794924939,1.874889375,62.458,85.632
80,4.343662161488361,1.86727625,61.976,85.352
81,4.340638172663417,1.88781875,61.482,84.962
82,4.33788219962233,1.810485625,62.548,85.586
83,4.327003271551873,1.856993125,62.4,85.682
84,4.337538432117371,1.868790625,61.678,85.274
85,4.334549050217254,1.878713125,62.25,85.4
86,4.328376368264335,1.906155,62.206,85.632
87,4.324796931657153,1.91452875,62.674,85.682
88,4.308046332295571,1.89950375,62.312,85.596
89,4.318047670970753,1.872016875,62.876,85.74
90,4.312692085671632,1.81042,63.062,85.97
91,4.303046862220821,1.771053125,62.616,85.986
92,4.309649506319366,1.794126875,63.214,86.336
93,4.304866787555728,1.881000625,62.756,85.782
94,4.293487766665861,1.885381875,62.976,86.028
95,4.303840001916442,1.775630625,63.46,85.944
96,4.287868172320373,1.875645,62.964,85.842
97,4.293854355157011,1.897789375,63.674,86.642
98,4.281904060912782,1.787294375,63.554,86.438
99,4.284330169879922,1.773384375,63.048,86.142
100,4.280503409977666,1.85521375,62.9,85.868
101,4.273900344567362,1.76621875,63.478,86.176
102,4.262198304139075,1.735388125,63.632,86.588
103,4.27053035185737,1.785095,63.83,86.45
104,4.269072495755979,1.778969375,64.248,86.718
105,4.247675843690942,1.751145625,64.07,86.628
106,4.250506206830311,1.754926875,63.69,86.316
107,4.245754686075082,1.839816875,63.568,86.49
108,4.254748605564646,1.9585075,63.814,86.408
109,4.2533665340565365,1.908675625,63.318,86.096
110,4.235355568522875,1.802625,63.404,86.494
111,4.254101937819295,1.70919625,64.248,86.556
112,4.234322367592021,1.861271875,64.444,86.71
113,4.234786673399199,1.804201875,63.908,86.72
114,4.229858096204017,1.82001375,63.924,86.598
115,4.222444014754587,1.81709625,64.284,86.884
116,4.2172129327379775,1.820651875,64.164,86.836
117,4.219873845773758,1.65054,64.168,86.918
118,4.210643822168516,1.851845625,64.49,86.94
119,4.202993183348465,1.766900625,64.922,87.314
120,4.205818515472306,1.7732675,64.608,86.854
121,4.21167926931729,1.66664125,65.208,87.46
122,4.207917227636911,1.75396625,64.932,87.278
123,4.196037069187856,1.746795625,65.08,87.168
124,4.192415392902636,1.8250925,64.954,87.466
125,4.184251697309511,1.807688125,65.056,87.436
126,4.1789840379191485,1.8432225,64.284,87.006
127,4.195983916017866,1.702695,64.844,87.232
128,4.171848739107025,1.824105625,65.07,87.408
129,4.178386187408101,1.848970625,64.94,87.236
130,4.174896107911945,1.75025,64.752,87.026
131,4.169974542543097,1.81077375,64.96,87.44
132,4.157272203329001,1.753995,65.216,87.436
133,4.160056176868301,1.684901875,65.734,87.8
134,4.157357623162881,1.72023625,65.774,87.652
135,4.146597605292786,1.7018196875,66.274,88.218
136,4.151413666998331,1.684460625,65.976,88.026
137,4.1494762102842255,1.78576125,66.016,87.84
138,4.1453585146619005,1.74083,65.938,87.75
139,4.129561488117916,1.727625625,66.206,87.914
140,4.12616129640409,1.751634375,66.142,87.902
141,4.120945100982488,1.660068125,66.346,88.122
142,4.111257681278263,1.700998125,66.506,88.05
143,4.124412397819509,1.770438125,66.1,87.998
144,4.112223032126121,1.66744125,66.696,88.226
145,4.112141612836418,1.77263375,67.07,88.604
146,4.095995382991558,1.72124625,66.212,87.994
147,4.092802924606776,1.6762225,67.066,88.488
148,4.092628915536914,1.6885025,67.164,88.742
149,4.0965418088375385,1.65119875,66.914,88.426
150,4.080490971316657,1.788088125,67.008,88.562
151,4.0793252664198825,1.629229375,67.252,88.664
152,4.06652762987764,1.650260625,67.76,88.932
153,4.072866118743901,1.742945,67.08,88.53
154,4.067907216391943,1.63563625,67.896,89.032
155,4.065909040142147,1.67512375,67.018,88.566
156,4.062886787254096,1.67036375,67.178,88.944
157,4.057614232600778,1.719414375,67.536,88.932
158,4.045564469977661,1.799700625,67.318,88.678
159,4.040783221434137,1.73526875,67.78,88.834
160,4.038374615878013,1.642865625,68.102,89.116
161,4.0423960174305575,1.65158625,67.636,88.888
162,4.036208244336689,1.685838125,67.716,89.218
163,4.013265720363239,1.675119375,68.68,89.472
164,4.014687042753708,1.541958125,68.142,89.196
165,4.010006936759617,1.629290625,68.302,89.392
166,4.010916899724825,1.72183125,68.494,89.394
167,3.993370574961081,1.5758375,68.776,89.602
168,3.9991112602425214,1.676799375,68.374,89.464
169,3.990931538128212,1.73812875,68.128,89.236
170,3.975521308080647,1.638036875,68.98,89.588
171,3.9843278864497416,1.59920625,68.806,89.762
172,3.9786059266621208,1.69754375,68.536,89.406
173,3.972160180949679,1.74321,68.746,89.418
174,3.9687256116302043,1.636254375,69.522,89.78
175,3.9545228075869185,1.681613125,69.79,90.004
176,3.9576666914912915,1.66939375,69.446,89.934
177,3.9424042902527328,1.631270625,69.348,89.828
178,3.939339268706588,1.569734375,69.638,90.044
179,3.935084920625537,1.63586375,69.676,90.126
180,3.928176034710507,1.691961875,69.852,90.356
181,3.9279924073601857,1.64541125,69.92,90.2
182,3.9285861913444924,1.704418125,69.92,90.192
183,3.9073399548669214,1.552583125,69.816,90.388
184,3.9104193003221233,1.61740375,70.154,90.466
185,3.9106312127055696,1.576263125,70.048,90.526
186,3.903140290346354,1.589344375,70.214,90.364
187,3.890945379854809,1.589661875,70.27,90.46
188,3.8841373613871872,1.52235,70.65,90.548
189,3.8852543334692244,1.570298125,70.364,90.466
190,3.8735623770820617,1.641135,70.682,90.544
191,3.863495053033965,1.660300625,70.54,90.572
192,3.8602152828308403,1.643373125,70.78,90.554
193,3.8553721818286517,1.757234375,71.208,90.626
194,3.846782453982715,1.539958125,71.752,91.002
195,3.840730924398609,1.715135625,70.984,90.8
196,3.83403536606197,1.5654853125,71.164,91.002
197,3.8341215864048697,1.688976875,71.448,91.058
198,3.8150090818484235,1.5265275,71.904,91.292
199,3.8116125063363078,1.6113325,71.834,91.232
200,3.810275098353026,1.59268375,71.872,91.27
201,3.7994446620584807,1.5627925,72.264,91.494
202,3.7886649502039504,1.670793125,71.442,91.118
203,3.781352605242295,1.66876375,71.944,91.37
204,3.7805191388150674,1.59950625,71.966,91.302
205,3.7779160434161883,1.56924875,71.9,91.294
206,3.771752191788072,1.524913125,72.408,91.386
207,3.75963469382492,1.5891275,72.52,91.496
208,3.748475044944901,1.542379375,72.634,91.74
209,3.7491283346239603,1.467275,72.994,91.806
210,3.733959332797801,1.5883,72.578,91.696
211,3.72515438646093,1.539754375,72.988,91.85
212,3.7101355699026,1.5477625,73.354,91.84
213,3.7177605621582956,1.532719375,73.2,92.018
214,3.712563895407418,1.5811025,72.916,91.734
215,3.7066151614860408,1.62100875,73.094,91.942
216,3.6929000567599055,1.491413125,73.334,92.04
217,3.693878243907799,1.49787,73.616,91.966
218,3.682902404961618,1.59297875,73.628,92.118
219,3.6700407822942718,1.621788125,73.634,92.166
220,3.6627824107111127,1.582055,73.838,92.188
221,3.6657814052462494,1.5213875,74.146,92.384
222,3.6607938237285054,1.5204234375,73.748,92.36
223,3.642997266577131,1.562583125,74.228,92.374
224,3.637266128781864,1.592313125,74.398,92.502
225,3.634918781364937,1.543905625,74.238,92.45
226,3.614690980421507,1.51496,74.778,92.662
227,3.6177568975677854,1.4989934375,74.694,92.732
228,3.6066335282348136,1.44750375,74.444,92.648
229,3.6019113517353043,1.4329315625,74.638,92.718
230,3.5901349473873783,1.44660625,74.92,92.704
231,3.5779090643953357,1.587559375,74.554,92.634
232,3.571668943261657,1.475835625,74.724,92.938
233,3.563323030260753,1.4491615625,75.15,92.904
234,3.5583578881618085,1.46369,75.574,93.046
235,3.5458201795253665,1.454335,75.508,92.954
236,3.541351910892311,1.42764875,75.818,93.322
237,3.534197746951069,1.5368965625,75.506,93.082
238,3.5287349403458337,1.457461875,75.882,93.292
239,3.507252954105145,1.430645,75.836,93.332
240,3.5044116426245506,1.4574065625,76.044,93.304
241,3.506296517691992,1.516320625,76.056,93.236
242,3.4857241633126805,1.466840625,76.346,93.516
243,3.480531477549417,1.3638159375,76.56,93.498
244,3.4712652084603275,1.440316875,76.54,93.628
245,3.472986598104873,1.362989375,76.588,93.668
246,3.448902365198763,1.3838725,76.786,93.62
247,3.438490752288185,1.396038125,76.792,93.736
248,3.432266943413533,1.40094375,76.77,93.754
249,3.4364097043462465,1.3236490625,77.348,93.844
250,3.419509325557232,1.449578125,77.034,93.826
251,3.405602765447765,1.39783625,77.344,93.946
252,3.405899299276091,1.4487953125,77.152,93.918
